ArrList,1024,8.79,ns/add
ArrList,16384,8.12,ns/add
ArrList,131072,6.07,ns/add
ArrList,524288,6.64,ns/add
ArrList,1048576,7.38,ns/add
ArrList,2097152,11.72,ns/add
ArrList,4194304,8.06,ns/add
kvec_t,1024,5.86,ns/add
kvec_t,16384,2.50,ns/add
kvec_t,131072,2.43,ns/add
kvec_t,524288,2.44,ns/add
kvec_t,1048576,2.54,ns/add
kvec_t,2097152,2.56,ns/add
kvec_t,4194304,2.49,ns/add
GArray,1024,9.77,ns/add
GArray,16384,7.26,ns/add
GArray,131072,7.26,ns/add
GArray,524288,7.24,ns/add
GArray,1048576,7.06,ns/add
GArray,2097152,7.08,ns/add
GArray,4194304,6.99,ns/add
khash_t,1024,157.23,ns/ins
khash_t,1024,39.06,ns/del
khash_t,16384,193.79,ns/ins
khash_t,16384,65.19,ns/del
khash_t,131072,278.97,ns/ins
khash_t,131072,52.65,ns/del
khash_t,524288,276.97,ns/ins
khash_t,524288,51.31,ns/del
khash_t,1048576,281.09,ns/ins
khash_t,1048576,61.24,ns/del
khash_t,2097152,338.02,ns/ins
khash_t,2097152,59.34,ns/del
khash_t,4194304,367.97,ns/ins
khash_t,4194304,62.75,ns/del
RhMap,1024,84.96,ns/ins
RhMap,1024,77.15,ns/del
RhMap,16384,633.54,ns/ins
RhMap,16384,470.28,ns/del
RhMap,131072,88.57,ns/ins
RhMap,131072,80.00,ns/del
RhMap,524288,168.42,ns/ins
RhMap,524288,137.14,ns/del
RhMap,1048576,422.52,ns/ins
RhMap,1048576,303.64,ns/del
RhMap,2097152,154.91,ns/ins
RhMap,2097152,112.97,ns/del
RhMap,4194304,146.62,ns/ins
RhMap,4194304,99.55,ns/del
hsearch,1024,31.25,ns/ins
hsearch,16384,38.57,ns/ins
hsearch,131072,64.30,ns/ins
hsearch,524288,236.49,ns/ins
hsearch,1048576,287.87,ns/ins
hsearch,2097152,319.59,ns/ins
hsearch,4194304,344.13,ns/ins
GHashTable,1024,84.96,ns/ins
GHashTable,1024,55.66,ns/del
GHashTable,16384,71.96,ns/ins
GHashTable,16384,51.51,ns/del
GHashTable,131072,82.29,ns/ins
GHashTable,131072,56.06,ns/del
GHashTable,524288,101.13,ns/ins
GHashTable,524288,73.10,ns/del
GHashTable,1048576,117.91,ns/ins
GHashTable,1048576,82.69,ns/del
GHashTable,2097152,133.32,ns/ins
GHashTable,2097152,95.36,ns/del
GHashTable,4194304,137.76,ns/ins
GHashTable,4194304,98.45,ns/del
